user_id,prod_id,rating,label,date,review,Year,venue
94984,1998,good,1,1/3/15,"One of the most charming cocktail bars I've ever stepped foot in.  Perfect, dim lighting.  Cute, intimate seating. And out of this world cocktails.  Really, what else do you need? The staff was absolutely outstanding -- there were no seats available when we arrived and we were directed to the bar where we could stand for a drink.  I normally hate this because I hate crowding behind someone and leaning over them to order, etc.  But here, they actually send someone around to the people waiting to avoid this awkwardness and I really appreciate that.  Once a table was ready, there was no ""do we close our tab?"" questions because they instantly confirmed it would be transferred and we didn't need to worry about anything else.  Perfect customer service. The food on the menu looked delicious (and is all vegetarian from what I could tell) but we were heading to dinner after so didn't indulge.   Every cocktail that we had was balanced, strong and delicious.  This would be a regular stop if I lived in Philadelphia.",2015,Charlie Was a Sinner
119524,3560,bad,-1,11/9/12,"I thought the staff was rude and the owner was extremely unfriendly. Not a smile on his face the entire night he was there. The food is blah, sort of tasteless.  Also, i love dark bars but this place is just too dark, its silly !   We could barely read the menus and we are 25 years old and it was only 6 at night. Back to the cloverleaf for us and our friends ! I will say as a bar to hang out and drink in it's fine but that's about it. Still i'd rather go else where.",2012,Verona Inn
169228,1261,bad,-1,10/3/14,"Absolutely awful.  I just wanted to see them rev up their fryers, and the manager broke my leg.",2014,Red Robin Gourmet Burgers
81976,1020,bad,-1,9/2/12,"My wife and I have eaten here twice (or at least attempted to). The first time the food took a good 45 minutes to come out, but it did taste good. We were really unimpressed with the service so we figured they did better with delivery. We called on a Sunday and were told at least 45 minutes for delivery. After the first hour we called to make sure they knew where we were. After an hour and a half we were told the driver was lost and would be there any minute. At two hours they called saying they were sorry and the food was coming soon. We asked if the food would be cold and if they would heat it up or something. Im not sure the lady understood or cared, because she asked me if we still wanted the food and if we wanted to cancel the order.I think they just didn't want to bother trying. I joined yelp specifically to warn folks away from this place. If there this lax with service, what else are they lax with?",2012,El Aguila Dorada Restaurant
52466,417,good,1,3/20/14,Tasty. Authentic.  Friendly.,2014,Cordillera Restaurant
152772,4903,good,1,6/28/14,"Great taste, good portions and a very reasonable price. I would recommend the papa a la huancaina, which is boiled potato with a yellow sauce, eggs and olives. If you like beef try the lomo saltado, and definitely try the ceviche mixto, great flavor. There are a lot of Peruvian restaurants in this area and I tried a few and this is consistently the best.",2014,Tradiciones Mi Peru
177557,2887,bad,1,3/20/14,Walked in around 3in the afternoon to my surprise the Vietnamese lady was changing a  child's dirty diaper  behind the counter.  The child was in a car seat type chair.  I couldn't believe it..  Needless to say I did a 180 and left..,2014,99 Asian Market & Restaurant
217162,3816,good,-1,3/10/14,"How does Reno's only have 3 stars??? Great food and friendly waitstaff, I have loved coming here for years. The ""garlic dry rub"" wings are the best! On top of all that the owners are active in the community and are participating in fundraisers all the time. Go Reno's! -Steve",2014,Reno’s Pizzeria
161100,2513,good,1,12/27/11,"Went to Le's last week with the family for lunch. My 2 year old was greeted at the door by the owner and there were many smiles. Le brought a complimentary plate of broccoli,chicken and rice to the table for my 4yr old and 2yr old. My wife and I had Summer Rolls and Pho Tai. Fantastic!!!!!! Le then brought over 4 pieces of cake. (on the house) My 2yr old thought this was great and even gave Le a kiss. We will be back!!!!",2011,Le’s Vietnamese Restaurant
132519,1914,bad,1,8/24/13,"Oh, man does this place suck so much it's unbelievable. My poor date...I took a girl here today for lunch and we ordered a pizza margherita. About 2 minutes later the waiter came back with a pizza. 'Yeah, it only takes 90 seconds,' he said. I'm assuming it's a crust that is somehow pre-baked, upon which they have dumped some of the nastiest, wateriest tomato sauce I have ever seen. It looked like someone had dribbled melted red Popsicle all over the dough. Sick, dude! Then to achieve the 'artisan' pizza look you see in the photos, lumps of cheese are sporadically thrown across the pie. I'm just glad I only wasted $11 on this pizza. Both my date and I were on the verge of sending it back and getting something else, but since the problem was the sauce, we guessed anything else on the menu would be lacking in that department, as well. And I see below that the proprietor of this place has been responding to negative reviews on the sauce from the last month or so...if you read, this, I'm sorry, but the sauce is awful.",2013,Sottocasa
156275,2402,bad,-1,4/28/14,"Food is good, but service is horrendous. I went last night for dinner, figure how busy can it be on a Sunday night? It was mildly busy with open tables, and only what appeared to be two waitresses. Had to ask for more water twice. Asked for pita bread which never even arrived. In my opinion, not worth spending $60 for two people when the service is terrible.",2014,Wafa’s
58229,3772,bad,1,9/16/12,I ordered steamed vegetables with brown rice and sauce on the side.  They charged $9.50 which is $2 more than any other chinese restaurant in this area.  There isn't any meat in this dish and it was mostly cheap broccoli  and bok choy so I don't know why they charge so much.  The brown sauce on the side was very small.   I threw it out anyway because it didn't taste good.  Rip off.,2012,Golden Jade Chinese Restaurant
141432,4162,bad,1,6/19/12,"Very disappointed. The place is new, clean and stylish but that's about all. We ordered and after 25 minutes with no food the server came over and said sorry, the order got lost somehow. Ok that can happen but you should notice your hungry patrons and check on it sooner. I had seafood pan fried noodles and the shrimp tasted awful like they were from a can and washed in lysol. Very chemical tasting. The other ingredients were also poor quality. Ok this is a dish better ordered in a Chinese place but I've had it on 11th St. and it was good. We also had the crab and tomato soup which was ok but bland and the beef wrapped in grape leaves app (which came after the entrees) which also tasted strange. We had big expectations since it is so close to home but it looks like back to Nam Phuong if you want good Vietnamese food. This place won't last if they don't get it together.",2012,Mekong River
25517,4097,bad,1,6/1/14,"One start just for scenery. Waited 15 mnts to be sited, when the place was practically empty. Then waited 10 more mnts for the waitress to hand us the menus & to clean the table. We ended asking her to clean it!!! Then the appetizers & main course arrived at the same time. The buffalo wings were nasty and to top it off, we asked to bring them with bone and got them boneless. Our steak was supposed to be medium well!!!  it was well cook, greasy, the baked potato was hard & the veggies wasn't cooked. No FLAVOR. We couldn't eat it so. We Left a $50 bill & walked out. First & last!!!  wORSt experience ever.",2014,Barnyard and Carriage House
44767,455,bad,-1,5/21/13,"My name is Tony Walker and I was very displeased with my most recent experience at the Newark NJ location located off Market St. I arrived at the restaurant on 5/20 at around 9:35 only to wait until about 9:43 for someone to take my order. I ordered the new BBQ burger box which to my knowledge came with fries. When I was given my food I checked my bag to see if my order was correct however I was missing the fries, so I kindly asked for them. The employee then went back to the guy who handed me my bag and made him aware and as he had given her the fries he stated ""Tell him to get his gay ass out of the store"" come to find out this ignorant individual just so happened to be the manger of this location. As a result to that I kindly asked for the phone number of the owner which he refused to give me at first. I proceeded to leave the store however I then realized that I didn't even want food from a place like this, so I kindly asked for my money back which I was given however the experience was still breathe taking. Here is my issue, as a homosexual I have to deal with discrimination on a daily bases however I expect that when I plan on spending my hard earned money at any location I receive the upmost respect. Its ignorant people like the manager Anthony at your location who are the reason why 10 year old homosexual children are hanging themselves in their backyards or cutting their wrist in their tubs. It bothers me that the main person who should be teaching his employee that discrimination at a business is unacceptable is the person discriminating and something needs to be done",2013,Checkers
173513,3643,good,1,8/20/14,"I am so happy to have found this place thanks to a friend who gave me the tip off at work - I literally work a half a mile from this place! Not only is the peace of mind of going someplace that is 100% gluten free good but the sandwiches are great. The first one I got was one called the ""The Contractor."" It's basically an old-school italian hoagie (salami, ham, provolone, lettuce, tomatoes, onions and oil and vinegar.) In the day this was one of my favs but pretty much gave it up since going gf. It was awesome and a big sandwich - big enough to split if you wanted to. Today I went back and got ""The Farmer"" FRESH turkey, goat cheese, greens, and cranberry mayo on multi-grain (gf) bread. YUM. I hope they find a way to spread the word because I think it would be popular if people knew about it. (seemed quiet today and yesterday). My only (very picky) suggestions would be - put a little music on for atmosphere and maybe offer a little side salad or fruit (for purchase) with the sandwiches.",2014,Eat Healthy Deli
84518,1879,bad,1,11/20/10,"Came here last week with my pregnant girlfriend. Food was really great. Ordered take-out tonight and disgustingly found a cockroach in my noodles. We called the restaurant and they were kind enough to comp us our next meal. Sadly, I won't be back.",2010,Empress Garden
224584,3917,bad,-1,7/17/12,"This place looks so impressive from the outside, and even inside. The decor is very modern and clean looking. I had very high hopes. My hopes were very quickly crushed. The service was slower than anywhere I had ever eaten, and it was not busy. In fact, it was so slow, I was almost worried that my server would spend  too much time at my table (I like to do my crossword while I eat my dinner). I didn't see a server for at least 5 minutes from the time I sat down. He couldn't recommend a wine or even an appetizer. My wine took about 10 minutes to get to the table. (Once again, I think there may have only been two other tables of diners while I was there). The food was OK, but, it obviously sat under the warmer in the kitchen too long. It may have been good if it had gotten to me withing 5 minutes of it being finished. I ended up spending over an hour in this restaurant when I should have and could have been out in a half hour.",2012,Olio
7280,811,bad,1,4/9/12,When my friend and I walked in on a Saturday night it was almost empty.  There were only 2 tables that had people sitting and eating.  My friend and I decided that we would try the sampler.  The food on the sampler had no flavor.  The wait staff was really lazy it seemed like they could not be bothered.  Since they did not ask us what we wanted for dinner we decided to leave so we pay what we ate and left.  Never going back.,2012,Seasons Chinese Cuisine
166745,2662,bad,1,4/23/14,"Ordered online from GrubHub.com and after waiting over an hour I got soggy stale french fries, tasteless rice and the smallest portion of beef ribs I have ever seen in my life.  For the amount I had to pay it was the most disappointing meal I have ever had.  I would not suggest this restaurant to anyone.",2014,Picnic Barbeque
152918,1289,bad,1,2/22/14,"Fish and chips are mush. Sorry to be so blatant but they do not care about food, they care only about serving alcohol.  They would not give me water.",2014,Misconduct Tavern
35601,3711,bad,-1,9/3/14,"Owner refused my Groupon voucher without an explanation or apology.  I live on the same block and can recommend Radicchio, a much better BYO Italian restaurant around the corner at 4th and Wood.  I will never go back to Panini when the owner can treat his customers so poorly.",2014,Panini’s Trattoria
209459,3658,bad,-1,2/9/13,The place is not half bad... But the menager there he's a freaking creep. Always eyeing girls and making moves to them. I dont really understand how can they let people like that work there. He's a real pervert making girls feel uncomfortable. They should fire him asap.,2013,Gelone Restaurant
126977,1082,bad,1,7/16/14,I ordered here approx. 4 weeks ago. My order was delivered just over an hour and a half later and that was just where the problems began. Several items were missing  from my order and the food that arrived was cold and gross. Upon the arrival delivery guy I noticed one of the drinks was missing and he told me that he didn't have time to bring it back so he would just have to give me a refund. After I tried the food that was delivered I called immediately to get a refund. I have yet to receive it. They are unorganized and the food is sub par. Once I receive my refund I will NEVER order from them again. I can't even believe someone has had a positive experience with them.,2014,Nova Trattoria
225273,3938,bad,-1,8/19/09,"This place is around the corner from me, and I've given it several tries over the years.  It's been consistently bad.  I'm surprised to read the rave reviews left by others.  I've lived in California, I've been to Mexico, and the food here does not seem ""authentic"" to me, nor tasty.  The beans were bland, and seemed to me as if they had come from a can.  My shrimp enchilada was edible, but blanketed in raw cabbage for no apparent reason (a few strands for garnish would have been fine).  My main reason for disliking this place is not the sub par food, but the high prices they charge for it, which are not justified by location, service, or decor.  A true mystery to me, and one I hope that others avoid.  There are plenty of better places, I prefer Baja's in Orange for ""authentic"" or Whole Enchilada in New Haven for ""healthy"", or any of the other Mexican places on State Street.",2009,Mezcal
104497,26,good,1,12/30/12,5 stars! As good as it gets with Chinese take-out. Fresh food cooked in front of you for a good price. Friendly service. Wide selection of dishes. Try the deep fried jumbo shrimp with tartar sauce. Soooo good!,2012,Luen Hop Chinese Restaurant
84224,4244,good,1,8/27/13,"Had my first chick-fil-a experience last night and it definitely lived up to the hype. I went with a group of friends as there were only 2 of the group who have been there before and a few of us (especially me) didn't even want to give it a try. I have this thing about places when people hype then up too much... It makes me not wanna try it. (I guess I feel like I'll always be let down or something) However, with a little coaxing, we went. We got there 10 minutes before closing and we did not receive a single eye roll or grunt or heavy sigh from any of the workers. We showed up so close to closing time but everyone there was still all smiles. They were also so friendly and patient with us as we decided on what to order. So, 5 stars for service! On top of that, their food was great! The chicken didn't taste like frozen chicken nuggets/patties at other places (that look the same today as they would 50 years into the future). The chicken soup was really good and so were the desserts! So, 5 stars for food! I'm so glad to say that my first chick-fil-a experience was a great one and I was not let down at all!",2013,Chick-Fil-A
33246,3371,good,1,4/9/11,"Great food. Great service. Great atmosphere. This, and the Tip Top, are the two hippest restaurants in the Upper Valley, with inventive menus to back them up. Good for White River Junction!",2011,Elixir Restaurant
13321,414,bad,1,2/28/13,"This place has some edible food, but not a lot. We came in on a rainy evening after finding that Littleneck was closed. My girlfriend is a pescatarian, so we ordered the shrimp appetizer, and one vegetarian pasta (special order--This place is not vegetarian friendly) and for me, a trotters (pork foot) pasta. Our waitress was the standout of the evening. She was helpful and attentive, and she helped us make sense of the oddly worded menu. Really, it was more like talking point for her than a menu. The shrimp still lingers with us as a bad memory. It tasted like what I imagine worms in formaldehyde taste like. Mercifully, our waitress took it away and didn't charge us for it. She very kindly replaced it with an odd sweet potato dish free of charge. It definitely was edible, and thoughtfully put together, but too abrasive for an appetizer. The pici & ragu -- well, if you've had one fancy ragu, you've had'em all. The ""pici"" are basically wonton noodles and the bowl its served in hints at wonton also. The vegetarian version wasn't great either. This place considers itself Brooklyn-Fancy enough to charge high prices, but it's really just overly-experimental mediocre food. We really appreciated our waitress though. PS -- still feeling very put off by the shrimp (amaebi).",2013,The Pines
138462,2035,bad,-1,6/2/13,"**This review is just on the burgers (and a little on the service) Completely over-priced, less-than-average burgers and poor communication. I ended up coming to this place because of the positive Yelp reviews. After my experience here, I can only surmise that the reviews are written by employees, or friends of the owner, James. I'm going to breakdown my experience into positives and negatives and say that I urge you not to come here--at least not for burgers. The bar seems like it could be alright. Positives: - The initial vibe was cool - Very spacious - The maple pineapple topping is really tasty! Negatives: - Misleading menu for burgers. The presentation and extras for the ""Single"" and ""Double"" burger makes it seem (to 3 out of 4 of us) that the $12 or $16 burger comes with all the items listed below the description, and that you can add on cheese for $1. THIS IS NOT THE CASE. THE BURGERS ARE PLAIN (Save lettuce, tomato and pickles). - The waiter was not clear about menu items, even when asked, causing confusion. I asked the waiter what the difference between the ""Joe Louis"" burger and the regular burgers were, as they all listed the same ingredients/extras on the menu. He said the only difference was that the Louis burger was an 8 oz patty and the others were 4 oz. patties. THIS WAS NOT THE CASE. The truth is that the single and double burgers only come with lettuce, tomato and pickles (which mine showed up without anyways), and each additional topping is $1. I WOULD HAVE NEVER PAID $12 for a plain, average burger--especially when I could go to Peter Luger's and get an amazing 1/2 lb Porterhouse burger for a few bucks less! - The poor state of the food. One of the burgers came out cold, another, ordered medium-rare was medium well, and two were missing pickles. All of them had a very, very small amount of fries (maybe 8-10 fries). - Upon paying the bill, I paid with Amex (the only credit card they accept here). When I got my copy to sign, it was $3 more than the bill I was given. The waiter quickly explained that this was the ""credit card fee"", and said so in a tone like ""duh, this is that credit card fee all restaurants charge when you use a credit card"". THIS FEE WAS NOT EXPLAINED TO ME BEFORE MY CARD WAS RUN. - The burger patty. I am almost 100% sure that the patties are pre-formed frozen pattys. Why? The burger was about a cm thick, and had flat, even edges around the sides. This is typical for a pre-formed, frozen patty. Much like a Gardenburger. This was honestly one the most disappointing meals/experiences I've had in a restaurant since I moved to NY a year ago. I wish I could get my money back and I would not go back for burgers even if someone else was paying for it. Myself and one other person (the four of us split ways) immediately felt sick after eating as well and both visited the bathroom shortly after the visit. NEVER EVER AGAIN.",2013,Sweet Science
64914,3602,bad,1,8/3/14,"Went for takeout, my dogs were wrapped in aluminum and I wished I checked them out before I left. I went home to find my dogs were out of the bun and toppings were all over the place. Never again",2014,Jake’s Diggity Dogs
242372,1556,bad,-1,10/31/14,What's going on with their phone the number isn't working and I'm not sure how to get in contact? How are they running this business with their phone number not going through. Please fix that!!,2014,Ultimate Grill & Pizza
224696,3923,good,-1,12/4/14,"Stopped in here after a brief Brooklyn Flea stop this past weekend. The space is so fresh and clean. The decor is simple and inviting. I had the clam chowder, which was possibly the best I've ever had. Then moved on to to the crab roll which was delish. Also had their homemade lemonade and Old Bay seasoned chips, allll of which make me want to go back ASAP!!",2014,The Crabby Shack
124571,1799,bad,1,1/2/15,So dissatisfied. Came here a long time ago and had the best burger in my life. I have told everyone about this place only to return and find out the quality went straight down hill. Don't eat here! Seriously!,2015,Greenpoint Heights
247792,3008,good,1,12/16/14,Deliscous Food+ Great service= Amazing Athmoshpere. Everything is a yummmmm!!!  A  must to visit and to taste the jewels.,2014,Sam’s Gyro
149547,2252,good,-1,10/17/13,"This fall, some friends and I were driving through Vermont on a road trip adventure and found ourselves in need of breakfast. We were in a hurry and needed to find someplace to stop on our route. At a crossroads in the country, we spotted Jersey Girls. We pulled into the parking lot. A hand-painted sandwich board boasted of local-everything breakfast sandwiches. Agreeing that this was indeed the place to stop, we walked in to a clean, sunlit space full of local food, products, and art. Two of us ordered biscuits and gravy, two of us ordered corned beef and hash, and we were all so pleased and full by the last bite. After placing our orders, the woman in the kitchen directed us to hot cider and hot coffee. The biscuits were great, the English muffins were homemade and incredible, and the eggs were fresh and orange-yolked. The meat was delicious and raised by neighboring farmers. Produce was available for purchase in a display cooler in the dining area. We couldn't have been more lucky with finding Jersey Girls as a wonderful breakfast stop. If only they existed at every intersected highway! If you like fresh and carefully prepared food in a quick and convenient setting, by all means, support this fabulous business.",2013,Jersey Girls Farm Cafe & Market
247636,2422,bad,-1,7/2/13,"Went here today for lunch on the go. I will not be returning to this business again, even though it is conveniently close to my office. Unjustified pricing that were not explained or listed on the menu. I can easily go elsewhere for the exact same offering! This is what happened after ordering my simple lunch on the go: I called in an egg white omelette platter (comes with home fries and toast). This is listed on the menu as $4.75. I asked for peppers to be added to the omelette. I got to the store and was ready to pay and she tried to charge me $8 and some change. I expressed my confusion about the price to which she responded that was incorrect. She then changed the price to $6.95. I grabbed a menu from the full menu display in front of the register and showed her the egg white omelette platter listed for $4.75, to which she said the additional cost was for peppers. ""$2 for peppers?!!?!!""  I paid it and rushed back to my office. I realized after I returned that adding meat to the platter is $2, so why was I being charged $2 for peppers?? I called the store to express my frustration and confusion at being charged $2 for simple addition of peppers, which was the same cost as meat. FIRST she informs me that the menu was WRONG and outdated. Yes, the same menu I grabbed AT THE REGISTER to point out the pricing. She said the pricing was on the wall for $5.50 (which of course in no way matches the millions of printed menus, how is a customer supposed to know that?) and that I was being charged $1.50 for the peppers. $1.50 for PEPPERS??!??! She did not have the kindest disposition at all. I felt she was making up her own prices. First almost $9 for the meal and suddenly down $2, though still significantly more than it should have been. I will never return again. The food was good but I cannot tolerate unjustified practices.",2013,The Northfield Bagels & Deli
134930,1950,bad,1,9/7/13,"First Thai place i tried when we moves to Bloomfield. Food is okay, not the greatest. Very pricey...you would pay close to $50 for 2 entrees and 1 app. Horrible service and the my last visit one of the employees followed me out the restaurant to my car without me knowing to meet my dog.",2013,Brookside Thai Restaurant
184283,3071,bad,1,11/19/14,"Disaster is all I can say!  As usual these concepts look fancy from the outside but fail to deliver.  A party of six we were.  Although there were these high tech obnoxiously placed IPads, none of us could enter our order because we wanted one check.  One person in our party had to take everyone's drink and food order as if he were the server!  It was unreal!  We received our beverages 15 minutes after we sat down because it took us that long to get everyone's order entered into the IPad.  Once received, they were incorrect.  My hot tea came out 20 minutes into the meal and it was cold.  The server tried to explain how fancy the tea was and how long it needed to steep.  I finally received my hot tea when my meal was complete!  A whole lot of chiefs standing around managing nothing!  Basic steps of service completely removed from the dining experience.  Some of the meals were mediocre at best.  They can keep their iPads and cardboard chicken. I was completely aggravated.....the last thing you need when trying to relax after TSA check in.",2014,Saison
259114,3871,bad,1,9/3/13,"The food to me, is decent. The service however is horrible! Especially one of the guys at the cash register. I mean really, he's getting paid to take orders and make sure people come back but instead he drives people away. First of while ordering he gives my boyfriend and I an attitude, strike one. Second, I asked if they had water and he rudely told me, ""yeah. From the fountain"" strike two. Third, I asked him if he had a bathroom because I really needed to pee but he rudely tells me no Go to Starbucks, strike three. So instead of making sure his customers come back to planet wings he sends them to Starbucks, what kind of sh*t is that?! Oh and the face he gave us when he noticed we were short on cash made me want to lose it but instead we gave him a card to pay and I left to use the bathroom at Starbucks, and you're out. Nice going cash register man.",2013,Planet Wings
59747,2240,bad,1,9/17/11,"Do not, I repeat, do not place an order for pick-up at this place. They will either lose your order, or they will make it while you wait (hence the call-ahead being pointless). My coworkers and I would call anywhere from 30-40 minutes ahead of time, only to get there and learn that our order had not be filled. We would wind up having to wait on line while our sandwiches were being made. The worst part is that they're never apologetic about it. I know that the sarcasm is their gig in there, but come on dude, I need my sandwiches so that I can get back to my meetings. And I agree with other other reviewer on here about the bread being of a rock-like consistency. I can appreciate a ""crusty' bread, however, I should not have lacerations on my gums and tongue following eating it. We used to like their sandwiches, but the experiences of late have totally turned us off.",2011,Annabella’s Salumeria E Groceria
42284,3224,good,1,9/25/14,I have been follow Demetri since his 1st restaurant in Montclair. I couldn't' wait for his return! I went to De Novo last night. There we 4 adults and a 3 year old in my parent. We went around 6 and the place was hopping. The atmosphere is wonderful and very welcoming. Service was fast and pleasant. Our waiter Sam was great. Made sure everything was up to full potential and he was GREAT with my 3 year old son. I thought the food was great! Of course the dates were a good I remember them from many years back! My son enjoyed watching the trains go by during the meal! It is very family friendly although I would say maybe having some type of children's menu in the future would be a good idea although my son did enjoy this ice cream! Awesome job Demetri! I will be back again soon!,2014,De Novo European Pub
225852,4289,bad,1,10/20/14,This was the worst dinner experience I have ever had.  Our waiter would constantly ignore my friends and I as he was busy with other tables.   The food took a very long time to come out and it was only so-so.   They failed to split our check correctly and charged me more than they should have.  I will not be returning.,2014,JJ Bootleggers
144686,2016,bad,1,10/18/13,"Rip off.  We all know that restaurants in airports will gouge, because they can.  This place takes the cake. The prosciutto caprese  sandwich looked like it was brimming with prosciutto, although in reality it only had two pieces piled on top of the roll to give the illusion of a sandwich... with things *inside*  of the bread.  No such luck.  Sorry, but $11 for two slices of prosciutto is fraud.  What an absolute joke.",2013,La Tapenade
64411,762,good,1,9/14/14,"BEST MAC N CHEESE YOU WILL EVER HAVE!! The wait staff is great, and they have mad libs at every table! Please try this place out if you haven't already!",2014,Suppa
144700,247,bad,-1,8/23/14,"I love mac and cheese but my experience here was HORRIBLE! I ordered a carbonara mac and cheese and a chopped wedge salad. The mac and cheese was alright, but the salad was a mess. First, they forgot the chicken and dressing (which pretty much makes up the salad), so all I got was lettuce, tomatoes, and cucumbers. So I called them back to let them know that they had made a mistake and the girl on the phone said she talked to the kitchen staff and they said it was in there. First of all, poor customer service. She should've apologized and offered to fix the problem right away, rather than accuse me of making this up. So I asked her to please send me the right salad, with the chicken and dressing as it is in the menu. She seemed really annoyed, which again is poor customer service. So they delivered my salad. They remembered the chicken this time, but still no dressing, and there was a piece of plastic in my salad. NEVER AGAIN WILL I EAT HERE! You have been warned.",2014,Mac Attack Gourmet Cheesery
109995,1301,good,1,11/16/10,"4th Trip to Socio's for a very quick bite this time and I'm glad we did. Sandwiches this time - Eggplant Parm, Cheese Steak, Chicken Parm. All 3 were good but the Steak Sandwich was very good - Loved the Peppers and Onions topped with Provolone. Everyone liked their selection but when they tasted mine, they wished they had ordered it also. We had some Socio Fries to go with it. Very happy with Socio's so far.",2010,Socio’s Pizza
106960,4761,bad,1,10/13/13,We really wanted to like this place.  We came in about 6 months ago and had a great experience with a different bartender.  We only had drinks then and said we wanted to try the food at some point so we came back today to watch the Eagles game. We had a red-head as our bartender who was nice but kept disappearing every chance she could get.  The service was extremely slow.  She was more concerned about talking to the other male patrons when she should have been attending to everyone else.   The chicken sandwiches came out quick but were extremely bland.  I'm not sure how the rest of the food on the menu is but what we ordered we could have easily made better at home.   Kicker is it's CASH ONLY.  Really??  Isn't it 2013? we were instructed to go across the street to the next bar to use the atm. Nice finish to the evening. Not a good day at Billy Murphys's.  Maybe it was an off day but we've definitely been to better low-key bars in the area.,2013,Billy Murphy’s Irish Saloon
153881,3937,bad,1,10/27/11,"I took my girlfriend here because I thought this place would have great food and drinks. The only thing I would recommend is the foudue but that's about it.  Here's my issue with this place: 1. It took a half an hour to get our appetizers and another half an hour to get our main course. We were one of two couples in a completely, empty restaurant. 2. As a courtesy, our waitress gave us wine to make up for the lateness of the kitchen but did not tell us what kind it was. She just poured it in a glass and went on about her business.  To add more insult, the wine glasses were dirty! When we asked for clean glasses, she found two and poured the dirty wine into the clean glasses. 3. Food was horrible! The kitchen forgot about our orders and prepared the food in five mins and served it to us. The couple who arrived after us received their apps and main courses before us and finished eating before we got our main courses.  I grew up in Hartford and I left because of experiences like this. This place is a harsh reminder of the mentality of some businesses in Hartford and how they treat people.",2011,Bin 228
25898,633,good,1,9/10/14,"I am not a fan of hamburgers.  My husband, who is from San Diego, CA loves them.  Thank God for Imo Burgers!!  The hamburgers and fries we ordered were delicious,  even after delivery from Hillside all the way to Ironbound Newark.  I made a mistake and ordered online.  After noting another reviewer recommending not to place online orders, I assumed this glitch would have been fixed already.  After about an hour of waiting, I called and the apologetic gentlemen stated they had just found the order and were now preparing it.  Within 15 minutes the food was at our door.  The delivery driver did forget our milkshakes.  But, no worries, we are looking forward to ordering again and trying everything on the menu.  Super-delicious food all around, made up for the online ordering mishap.  Worth a try!!",2014,Imo Burgers
85450,3897,good,1,5/20/13,"This is by far one of my favorite placed to go to. The food is great, the atmosphere is fun and the service is always outstanding. The staff here does not turn over, that shows the dedication that they have to their employees as well as the employees to the customers. The portions you get are for a great price. They also have out door seating for when it gets warm outside! They have recently expanded their beer selection to keep up with what the customer wants. You will NEVER be dissapointed here. They also have a late night menu on the weekend!",2013,744 West Bar & Grill
60478,688,bad,-1,7/2/13,"Terrible, rude service; way over priced.",2013,Red Onion
19191,116,good,-1,5/13/14,Sabrett's are the best hot dogs around and Big Daddy's offers up excellent chili dogs - my favorite - as well as loaded potato dogs. Only negative is that it's cash only.,2014,Big Daddy’s Dogs
32338,2046,good,1,12/10/13,Hands down best take of Chinese around town fresher and faster then delicious down the street. Perfect chinese ribs can't complain one bit.,2013,China City
230445,4105,good,-1,11/29/14,"My husband and I have been going here for years, he has never gotten anything besides the crabmeat conqueso which is AMAZING. I usually go for the chimichanga. The full portions are HUGE and the salsa is always made fresh. The only complaint I have is the shredded chicken they use to stuff enchiladas, tacos and the chimis is usually dry- I wish they would season it like their shredded pork which is also very good.",2014,Jalapeno Heaven
63538,742,good,1,4/20/13,The best pizza place in bayonne. The family run business is always clean. The food is super fresh and the prices are very reasonable,2013,Fontana Restaurant
177805,2892,bad,1,10/21/14,"The ferry departures are timed events that take place every half hour.  The train and buses normally drop off commuters 10-15 minutes before the ferry departure.   However, without fail there is only one person at the register at this time.   I have often seen the manager doing some menial task and have to ask him to refill milk that is never filled.   He could jump on the register! My point is that once the boat leaves there has to be at least 20 minutes of slow time before more commuters come.   Why cant this place just be more organized?  It is very dissapointing.",2014,Au Bon Pain
46358,476,bad,1,12/23/12,"This is a STEAKHOUSE. I ordered one of their ""Specialty Steaks"" and a Caesar salad. The Caesar salad tasted water down with no flavor. I ordered the 16 oz Ny Strip steak for like 24 or 26$$ or something. The steak had absolutely no flavor and it was mushy, like if you reheated an already cooked steak from the day before. I couldn't finish it. The mashed potatoes tasted like a baked potato that they just mashed up. That was probably the best part of the meal. The meal wasn't even mediocre, it was horrible. Ill never order a steak from here again. Probably one of the worst I've ever had.",2012,Franklin Steakhouse & Tavern
8782,17,good,1,11/23/13,Coming here was the best thing I've done in a while. A dog that would be delicious just plain on the grilled bun. Topped with a chili (is that cinnamon?) and mac and cheese that both tasted like home. All together... heaven. Pickle was the type you want to eat by the plateful.,2013,Jordan’s Hot Dog’s & Mac
265068,5029,bad,1,9/5/14,"One star only goes to decor and the cider.  The food leaves very MUCH to be desired for.  The restaurant needs to hire a chef or serve real food.  90% of what we ordered came from a can including, pulpo, artichokes, pimiento, and wasn't very good, but with a real food price tag! Also, the jamon iberico was dry and not tasty.  We left full but eerily unsatisfied with an $86 bill wishing we had gone to a different restaurant or just cooking at home!",2014,Donostia
